foerster,wolf,text
F0753,W665,"
Ὑπερεχίῳ. (362)
1. Τό τε μὴ προσειπεῖν σε διὰ τοῦ χρηστοῦ Μικκάλου δεινὸν ἡγούμην τό τ’ αὖ μηκύνειν διὰ τούτου γράφοντα τῶν
 ἀτόπων· οἶδέ τε γὰρ ἃ φρονῶ καὶ λέγειν ἂν δύναιτο. 2. οὔκουν ἠξίουν μακρὰν ποιεῖν ἐκείνῳ τὴν σιωπὴν ἐν τῷ μήκει
τῆς ἐπιστολῆς, ἀλλ’ αὕτη μέν σοι πληρούτω τῆς προσρήσεως
τὸν νόμον, παρ’ ἐκείνου δὲ πεύσῃ, τί ποιῶν οὐ μέμψῃ σαυτόν.
"
F0754,W666,"
 Ἀκακίῳ. (362)
1. Τῶν πολλῶν ἐκείνων καὶ γενναίων λόγων, οὓς τὸ μὲν
πρῶτον ἐν Φοινίκῃ, μετὰ ταῦτα δὲ τῇδε, νῦν δὲ πράττεις ἐν
Παλαιστίνῃ τῇ καλῇ — πῶς γὰρ οὐ καλὴ τοῦ γε παρὰ σοὶ
κάλλους ἐρῶσα; — τούτων δὴ τῶν γενναίων ἐγγόνων οὐχ
 ἥττω σοι δόξαν ἤνεγκαν οὓς Εὐτρόπιος ἐποίησε. 2. καὶ γὰρ
οὗτοι σοὶ τοῦ γε σπείραντος, ὥστ’ ἔδοξεν οὐ μᾶλλον τῇ μορφῇ
τὴν συγγένειαι μηνύειν ἡ τῷ τύπῳ τῶν λόγων, ἐν οἷς δεικνύει μετὰ ῥώμης δρόμον, τοῦτο δὴ τὸ ὑμέτερον. 3. οὕτω δὲ
ὢν ῥήτωρ ἀγαθὸς οὕτως ἐστὶ χρηστός, ὥστ’ αἰσθόμενος ὅτι
με βούλοιο τιμᾶσθαι πᾶσιν οἷς εἰς σέ, καὶ πρὸς ἐμὲ κίχρηται
καθάπερ ἐμὸς ὢν ἀδελφιδοῦς τι καὶ μαθητής 4. τοιγαροῦν
καὶ αὐτὸς εἰς τοὺς πάλαι συνήθεις τὸν ἄνδρα ἐνέγραψα καὶ
πρὸ πολλῶν γε τῶν πάλαι, παρῄει γὰρ δὴ πολλοὺς ἐν τῷ
φιλεῖν. ὅθεν αὐτῷ καὶ τὰ μικρὰ τῶν ἐμῶν — πάντα
δὲ οἶμαι μικρὰ τἀμά, τί γὰρ ἄν τις αὑτὸν ἀγνοοίη καὶ ταῦτα
βοῶντος ἀνδρὸς σοφοῦ δεῖν γιγνώσκειν αὑτόν; — ἀλλ᾿ αὐτῶν
γε τούτων καὶ τὰ σμικρότατα ἠγάπα καὶ οὐκ ἔστιν ὃ ἐγὼ μὲν
εἶπον, ὁ δὲ οὐκ ἀκήκοεν, οὐδ’ αὖ ἤκουσε μέν, οὐ σὺν ἐπαίνω
δέ. 6. οὗτος τοίνυν ὁ καλὸς κἀγαθὸς καὶ δίκαιος εἶναι βουλόμενος ἔστιν ὅ τι με ἠδίκησε. καὶ σκόπει γε τὴν γραφήν
ὴδίκηκέ με Εὐτρόπιος τὸν λόγον, εὖ μὶν ποιῶν Ἀκάκιος
ἔγραψεν, εὖ δὲ ποιῶν ἔπεμψε, τῷ βασιλεῖ δεδωκὼς πρὶν ἐμοί
6. καὶ τὴν μὲν αἰτίαν ἐπὶ τὸν πρεσβύτην οἴσει, καὶ γὰρ πρὸς
ἐμὲ τοιαῦτα ἐσοφίζετο· σὺ δὲ μὴ πίστευε, οὐδὲ γὰρ ἐγώ. καὶ
γὰρ εἰ σφόδρα ἐστὶ δεινός, ἀλλὰ πρότεροι γεγόναμεν ἐγώ τε
καὶ σύ. πάντως δὲ οἶδεν ἃ τοῖς πρεσβυτέροις δέδωκεν Ὁμηρος. 7. λεγέτω μὲν οὖν μηδέν, ἔργῳ δὲ ἀπολογείσθω, καὶ μι μείσθω τὸν Ἀχιλλέα κύριος ὤν, ὥσπερ ἐκεῖνος, ἰᾶσθαι τὸ
τραῦμα.
"
F0755,W667,"
Κυρίλλῳ. (362)
1. οἶδε μὲν παρὰ φίλον σε καὶ πρόθυμον εἰς αὑτὸν ἐσό μένον ἥξων Εὐτρόπιος εἰδώς, ἡλίκος ἐστὶν ὁ θεῖος αὑτοῦ παρὰ
σοί· βουλόμενος δέ σε τὴν χάριν, ἣν μέλλεις ἐκείνῳ δώσειν,
δοῦναι ταύτην ἀμφοτέροις, ἐμοί τε κἀκείνῳ, γράμματα λαβὼν
ἧκεν ἐμά. 2. δῆλος οὖν ἐστι πάντα τρόπον τῇ σῇ συναγωνιούμενος δόξῃ δι’ ὧν δύ’ ἀνθ’ ἑνὸς ὑπευθύνους σοι καθίστησι
 χάριτος. ὅταν οὖν τοῦτον ἀμείψῃ πολλοῖς τε καὶ μεγάλοις,
δίδασκέ με τὰς εὐεργεσίας γράφων, ἕν’ οὗτος μὲν ἔργῳ κερδαίνῃ, τὸ δὲ ἥδεσθαι κοινὸν Εὐτροπίου τε ᾖ καὶ ἐμοῦ.
"
F0756,W668,"
Βοσπορίῳ. (362)
 1. Οὐδὲν θαυμαστὸν εἴ τις ἐν Ἀγκύρᾳ τεχθεὶς ὥρμησεν
ἐπὶ τέχνην τῶν σεμνοτέρων· ἀγαθῶν γὰρ φύσεων ἡ πόλις
ὑμῖν εὔφορος. 2. ἀπέδωκε δὴ καὶ Ἀχίλλιος οὑτοσὶ τὸ εἰκὸς
ἀντὶ τοῦ τρυφᾶν οἴκοι γενέσθαι βουληθεὶς ἰατρός. καλὸν δὲ
αὐτοῦ τὸ μηδεμίαν τῶν πόλεων — πολλαὶ δὲ αὗται καὶ ὅσαι
μεταξὺ τῆς τε Ἀλεξάνδρου καὶ τῆς ἡμετέρας — τούτων τοι
νυν οὐκ ἔστι μὲν ἥτις οὐκ ἠβουλήθη τὸν ἄνδρα κτήσασθαι
καὶ τῆς τέχνης ἀπολαύειν, οὐκ ἔστι δὲ ἥτις ἠδυνήθη πειρωμένη πεῖσαι. 3. χρηστοὺς μὲν γὰρ ἐκείνους ἡγεῖτο καὶ ἔχαιρεν
ἐπαινούμενος, πάντα δὲ ὑμῶν δεύτερα· καίτοι φόβους μὲν
ᾔδει παρὰ τῆς Τύχης ἐγηγερμένους οἴκοι — τοῦ πατρὸς γὰρ
αὐτῷ τεθνεῶτος ἐπ’ αὐτὸν οἱ θόρυβοι χωροῦσιν — ἀλλ’
ὅμως τῆς παρ’ ἄλλοις εὐδαιμονίας τὰς παρ’ ὑμῖν φροντίδας
ἡδίους ἔθετο. 4. εἴη ἂν οὖν τῆς σῆς φιλοτιμίας τε καὶ ἀνδρίας καὶ ἡμερότητος πρᾶξαι ταῦτα δι’ ὧν ὅτι καλῶς ἐποίει
πρὸς ὑμᾶς ἐπειγόμενος εἴσεται. καταφεύξεται μὲν γὰρ εὐθὺς
ἐπὶ σέ, τοῦτο γὰρ αὐτός τε ᾖδε καὶ ἐγὼ παρῄνουν, σὺ δ’ εὐθὺς
ἐνδείκνυσο τοῖς δυναμένοις λυπεῖν, ὅτι οὐκ ἐπιτρέψεις. 5. οἱδ’
οὐχ οὕτως ἔσονται θρασεῖς ὥστ’ ἄκοντος Ἡρακλέους ἐπιχειρεῖν
ἐλαύνειν Ἀχίλλιον. δῆλον γὰρ ὡς ἐπ’ αὐτοὺς ἥξει τὰ βέλη.
αἱρήσονται οὖν μήτ’ ἀδικεῖν μήτε βάλλεσθαι. 6. εἰ δὲ οὕτω
ταῦθ’ ἕξει, ὁ μὲν καθ’ ἡσυχίαν χρήσεται τῇ τέχνῃ, σοὶ δὲ
 ἔσται παρὰ μὲν ἡμῶν ἔπαινος, παρὰ δὲ Ἀσκληπιοῦ τὸ μηδὲν
ἰατροῦ δεῖσθαι, τοῖς δὲ νέοις ἔρως τοῦ μανθάνειν τι σπουδαῖον ὁρῶσι τοὺς μεμαθηκότας ἐκ δεινῶν σωζομένους. εἶναι
δέ σε τοιούτων αἴτιον ἐν τῇ πόλει μεῖζον τῶν εἰς τὴν πόλιν
ἀναλωμάτων. 7. ταύτην ἐγὼ δέδωκα τὴν ἐπιστολὴν πολλὰς
 ἐκ Παλαιστίνης Ἀχιλλίου πρὸς τὸν ἄρχοντα κομίζοντος. ἐννόει
δή, τίνι γνώμῃ προσέθηκα ταῖς πολλαῖς τὴν μίαν· ὀρθῶς μὲν
γὰρ ἡγοῦμαι βεβουλεῦσθαι, σιγᾶν δὲ τὴν αἰτίαν κρεῖττον ἢ
γράφειν·
"
F0757,W669,"
 Βακχίῳ. (362)
1. Ἐπιμελοῦ τῶν ἱερῶν, ὦ καλὲ Βάκχιε, καὶ πλήθει θυσιῶν
καὶ τελετῶν ἀκριβείᾳ καὶ τῷ τὰ κείμενα ἀνιστάναι. δεῖ γάρ
σε καὶ περὶ τοὺς θεοὺς εὐσεβεῖν καὶ τῷ βασιλεῖ χαρίζεσθαι καἰ
τὴν πατρίδα καλλίω ποιεῖν. δίδου μέντοι καἰ χάριτας ἐν τῷ φυλάττειν τὴν σπουδήν. θεάς τε γὰρ οὔσας οὕτω τιμήσεις τὰς
Χάριτας καὶ ἅμα ἔξεστι μήτ’ ἐκείνων ἀμελεῖν καὶ πρᾷον εἶναι.
2. γενοῦ δή μοι τοιοῦτος ἐν οἶς εἰσπράττεις Βασιλικὸν με
ρίσας αὐτῷ τὴν καταβολήν, ὥστε τὸ μὲν θεῖναι, τὸ δὲ εὐτρεπίσαι. τῶν γὰρ Αἰμιλιανοῦ τρόπων ἐπελάβετο μὲν οὐδείς
ἐγὼ δὲ καὶ ἐπαινέτης. οὐ γὰρ ἦν τῶν ὑβριζόντων καὶ ταῦτα
ἐνόν, εἴπερ ἐβούλετο. 3. δῶμεν δὴ μισθοὺς αὐτῷ τῆς καλοκἀγαθίας ἀφελόντες τῆς εἰσπράξεως οὐ τὸ ἐπείγειν, ἀλλὰ
τὸ λίαν.
"
F0758,W670,"
‘Ιουλιανῷ αὐτοκράτορι. (362)
1. Ἐγὼ Ἀριστοφάνει τὰς ἀμοιβάς, σὺ δὲ ἀπέδωκας ἐμοὶ
τοῦ περὶ σὲ φίλτρου λαμπροῦ τε καὶ σφοδροῦ καὶ οὔτε θεοὺς
οὔτε ἀνθρώπους λανθάνοντος· ὡς νῦν γε μικροῦ πέτομαι
πρὸς ὕψος ἀρθεὶς ὑπὸ τῆς ἐπιστολῆς ἐλπίδας τε ἐνεγκούσης
καὶ τὸν λόγον μοι κοσμούσης. καὶ μικρά μοι πάντα ἤδη φαίνεται, Μίδου πλοῦτος, κάλλος Νιρέως, Κρίσωνος τάχος, Πολυδάμαντος ῥώμη, μάχαιρα Πηλέως. 2. δοκῶ δ’ ἄν μοι μηδ’
ἂν τοῦ νέκταρος μετασχὼν ἡσθῆναι μᾶλλον ἢ νῦν, ὅτε μοι
βασιλεύς, ὃν πάλαι Πλατῶν ζητῶν ὀψέ ποθ’ εὖρε, τήν τε
 γνώμην ἐπῄνεσε τόν τε λόγον ἐθαύμασε καὶ τιμῶν τῇ τοῦ
δώσειν ὑποσχέσει τῷ μετ’ ἐμοῦ σκοπεῖν ἐθέλειν ὃ δοῦναι δεῖ,
τιμᾷ μειζόνως. 3. οὐκ ἄρα ὁ τὴν αἶγα τὴν οὐρανίαν ἐπιτέλλουσαν παρατηρῶν παντὸς ἂν τύχοι, ὅπου γε ἐμοὶ τοῦτο οὐ
σπουδάσαντι τὰ μέγιστα γίγνεται, κἂν δεηθῶ του καλοῦ, βασι λεὺς ἕτοιμος εἰς τὴν χάριν θεὸν τὴν ἐν οὐρανῷ μιμούμενος;
4. ἡ μὲν οὗν ἐπιστολή σου προσκείσεται τῷ λόγῳ μηνύουσα
παισὶν Ἑλλήνων ὡς οὐ μάτην ἐξεπέμφθη τὸ βέλος, καὶ φιλοτιμήσεται τοῖς μὲν ὑπ’ ἐμοῦ γεγραμμένοις Ἀριστοφάνης, τοῖς
ὑπὸ σοῦ δὲ ἐπεσταλμένοις ἐγώ, μᾶλλον δέ, ἀμφότεροι τοῖς τε
 ἐπεσταλμένοις τοῖς τε δοθησομένοις σεμνότεροι γὰρ ἀμφοτέροις ἀμφότεροι. 5. δεῖ σε τὸν φόβον Ἀριστοφάνους μαθεῖν,
ὅπως ἂν καὶ γελάσαις. τῶν τις εἰσιέναι παρὰ σὲ δείλης εἰωθότων ἥκων ἐπὶ θύρας, εἶτα κωλυθεὶς ὡς σοῦ τινα ποιοῦντος
λόγον ἤγγειλεν ἡμῖν, καὶ φόβος εὐθὺς μὴ παλαῖσαι προελό μένος πρὸς τὸν λόγον καταβάλῃς μὲν τὸν διδάσκαλον, Ἀριστοφάνει δὲ τὸ Νείλου περιστήσῃς κακόν. 6. δρόμος οὖν παρὰ
τὸν καλὸν Ἐλπίδιον, ὁ δὲ μαθὼν ἐφ’ ᾧ δεδοίκαμεν ἀνεκάγχασεν. εἶθ’ οὕτως ἀνεπνεύσαμεν καὶ μικρὸν ὕστερον δεχόμέθᾳ τὴν καλὴν ἐπιστολήν
"
F0759,W671,"
Ἱερίῳ. (362)
1. Τὸ μὲν ἡμέτερον ἦν ἐπιθυμία τις οὐ παντάπασιν ἔξω
λόγου, τὸ δὲ σὸν συμβουλὴ σωφρονεστέρα. οἶς δ’ ὁ γέρων
μετέῃσι, φησὶ τὸ ἔπος, ὅπως μηδὲν ἁμαρτήσονται σκέψεται
2. καὶ χαλεπανεῖς μὲν ἴσως, εἰ γέροντα ἐγώ σε καλῶ καθάπερ
αὐτὸς ὢν ἐν ὑπήνη πρώτῃ ἐγὼ δὲ εἶναι μὲν γέρων ὁμολογῶ,
καὶ γάρ, ἢν ἀρνῶμαι, παρὰ τῆς κεφαλῆς ὁ ἔλεγχος· εἶναι μέντοι παρὰ σοὶ γῆρας πλέον φαίην ἂν ἀναμιμνησκόμενος τῆς τε
ἐμαυτοῦ καὶ σῆς ἐν διδασκαλείοις ἡλικίας. οὐδὲν οὖν θαυμαστὸν εἰ μετὰ τοῦ σαυτοῦ παιδὸς καὶ τὸν σοῦ νεώτερον παιδεύεις ἐμέ. 3. ὡς οὖν καὶ ταύτην δεξαμένου τὴν παραίνεσιν καὶ τἄλλα πεισομένου λέγε καὶ συμβούλευε ταῦθ’ ἅπερ
ἂν ἄριστα νομίσῃς
"
F0760,W671a,"
Ἰουλιανῷ αὐτοκράτορι. (362)
1. Εἰ ταῦτα γλώττης ἀργοτέρας, τίς ἂν εἴης αὐτὴν ἀκονῶν;
ἀλλὰ σοὶ μὲν ἐν τῷ στόματι λόγων οἰκοῦσι πηγαὶ κρείττους
 ἢ δεῖσθαι ἐπιρροῆς· ἡμεῖς δὲ ἢν μὴ καθημέραν ἀρδώμεθα,
λείπεται σιγᾶν. 2. τὸν λόγον δὲ ζητεῖς μὲν ἔρημον βοηθοῦ
λαβεῖν καὶ διὰ τοῦτό σοι Πρίσκος ὁ καλὸς μέλλει, δέχου δὲ
ὅμως. πάντως ὅ τι ἂν γνῷς, στέρξομεν.
"
F0761,W672a,"
 Μαξίμῳ. (362)
1. Οὐκ ἀγνοουμένους συνίστημί σοι τοὺς ἰατρούς, ἀλλὰ δι’
ἀνδρῶν ἐγνωσμένων, οἶμαι δὲ καὶ φιλουμένων, γράφω. 2. φιλῶν δέ, οἶμαι, μετὰ μὲν εὐνοίας ἀμφοτέρους ὄψει, θατέρῳ δὲ
βοηθήσεις. δεῖ γὰρ τῷ μὲν ἡμέρου βλέμματος, τῷ δὲ καὶ συκ μαχίας. ἐν γὰρ ἐλπίσι πόλεμος, ὃν μετὰ μόνης ἂν διαφύγοι
τῆς Ἀθηνᾶς, ἣν οἴκαδε ἐλθὼν εὑρήσει.
"
F0762,W671 b,"
1. Παλαιᾶς τινος εὐεργεσίας Σωπάτρῳ τούτῳ χάριν ὀφείλω·
τυχον μὶν γὰρ Ἀθήνηθέν πότι πορευόμενος ἐπὶ Θρᾴκης,
Μου δὲ γενομένου πολλοῦ καταφεύγω Πλαταιᾶσιν εἰς οἴκημα
φαῦλον, εἰς ὃ καὶ αὐτὸς οὗτος ὑπὸ τοῦ αὐτοῦ καταφεύγει.
2. τὸ μὲν οὖν πρῶτον λόγος ἦν ἡμῖν ὁ σφοδρὸς ὑετὸς καὶ
οἵαν ἐργάσεται τὴν ὁδόν· ἔπειτ’ ἀλλήλους ἡρωτῶμεν, οἶ σπεύδομεν. ὡς δὲ ἐγένετο δῆλον ὅτι πρὸς τὸ αὐτὸ χωρίον, καὶ
προσέθηκα τὸ βαδίζειν ἐπὶ συνουσίᾳ νέων, ὁ μέν, καὶ
γὰρ ἤ τῷ ἄρχοντι φίλος, ἥσθη δύναμιν ἔχων εὖ με ποιεῖν,
ἐγὼ δὲ Ἑρμοῦ δῶρον τὸν ἄνθρωπον ἡγούμην. ἥ τε οὖν ὁδὸς
οὐ χείρων ἡμῖν ἑορτῆς, καὶ ὡς ἥκομεν ἐπὶ τὸν Βόσπορον, ἐμ
βαίου τὰς ὑποσχέσεις. 3. ἐγὼ δὲ τῆς μὲν χάριτος ἐμεμνήμην,
ἀποδοῦναι δὲ ἐπεθύμουν, καιρὸν δὲ ἐζήτουν, ὁ δὲ εὖ ποιῶν
ἥκει· σοῦ γὰρ ἐφεστηκότος Ἀραβίᾳ γένοιτ’ ἄν τι τῷδε καλὸν
ἐμοῦ δεομένου. 4. δέομαι δή σου τὸν πρεσβύτην τοῦτον πρῶτὸν ἢ ἡδέως ὁρᾶν, ἔπειτα ἀπόντα ζητεῖν καὶ τρίτον ἰσχυρότερον τῶν βιαζομένων ποιεῖν, ὅπως ἂν ὧν ἔλαβον παρ’ αὐτοῦ
τὸ μέτρο· τοῖς διὰ σοῦ διδομένοις παρέλθω.
"
